Entry,Entry name,geneid,genename
A0A0A6YY40,A0A0A6YY40_MOUSE,,D3Ertd751e
H9KV07,H9KV07_MOUSE,,Nphp3
A0A0A0MQH8,A0A0A0MQH8_MOUSE,,Aurkaip1
A0A1B0GRN8,A0A1B0GRN8_MOUSE,,Prrg2
E9QQ30,E9QQ30_MOUSE,13666;,Eif2ak3
E9Q238,E9Q238_MOUSE,107351;,Kank1
E9Q1A8,E9Q1A8_MOUSE,73389;,Hbp1
E9Q248,E9Q248_MOUSE,,Slc7a10
E9Q913,E9Q913_MOUSE,,G430095P16Rik
H3BJ48,H3BJ48_MOUSE,,Arhgef2
A0A087WPL3,A0A087WPL3_MOUSE,,Ralgps2
D3YXU5,D3YXU5_MOUSE,,Ankrd24
A0A0U1RPN4,A0A0U1RPN4_MOUSE,,Emsy
F6W980,F6W980_MOUSE,,Gramd2
Q5SW86,Q5SW86_MOUSE,,Rab1a
B1ASN7,B1ASN7_MOUSE,,Efcab3
A0A1B0GT05,A0A1B0GT05_MOUSE,,Gm45785
A0A1B0GT29,A0A1B0GT29_MOUSE,12727;,Clcn4
F6SBE4,F6SBE4_MOUSE,,Phf24
E9Q4Z6,E9Q4Z6_MOUSE,,Dzank1
G3UY48,G3UY48_MOUSE,100043569;,Vmn1r112
E9Q682,E9Q682_MOUSE,,Ift140
G3UW37,G3UW37_MOUSE,,Stard10
E9PXR7,E9PXR7_MOUSE,,Slc2a2
E9Q0X2,E9Q0X2_MOUSE,381823;,Apold1
E9Q4D5,E9Q4D5_MOUSE,140743;,Rem2
G3UXP7,G3UXP7_MOUSE,,Dtnb
G3UZZ9,G3UZZ9_MOUSE,,Shmt1
A0A0G2JFW8,A0A0G2JFW8_MOUSE,,Wdr47
A0A0G2JFY6,A0A0G2JFY6_MOUSE,,Ap4b1
J3JS23,J3JS23_MOUSE,,Zfp62
M0QW75,M0QW75_MOUSE,,Zfp87
F6R5X6,F6R5X6_MOUSE,,Bicdl1
A0A087WS03,A0A087WS03_MOUSE,,Pign
D3Z7W5,D3Z7W5_MOUSE,21940;,Cd27
A0A0U1RPT5,A0A0U1RPT5_MOUSE,,Aldoa
F6TQ98,F6TQ98_MOUSE,,Agbl5
D6RCJ6,D6RCJ6_MOUSE,,Ttll9
H3BKU0,H3BKU0_MOUSE,72185;,Dbndd1
A0A087WPS4,A0A087WPS4_MOUSE,,Adipor2
D3YXH8,D3YXH8_MOUSE,16415;,Itgb2l
F8WIW2,F8WIW2_MOUSE,,Lyg1
A0A0J9YV18,A0A0J9YV18_MOUSE,,Yipf7
D6RIR4,D6RIR4_MOUSE,,Bspry
A0A0A6YWI8,A0A0A6YWI8_MOUSE,,Slc38a3
B1AYD6,B1AYD6_MOUSE,,Syndig1
F6UYB3,F6UYB3_MOUSE,,Micall2
F6RCM5,F6RCM5_MOUSE,,Necap2
D3Z0Q1,D3Z0Q1_MOUSE,,Tnfaip8
H3BKV4,H3BKV4_MOUSE,,Satb2
H3BKI4,H3BKI4_MOUSE,,Gm29394
H3BIY9,H3BIY9_MOUSE,,Ap2b1
H3BL11,H3BL11_MOUSE,,Lin28a
A0A0A0MQK3,A0A0A0MQK3_MOUSE,,Srebf1
E9Q2M5,E9Q2M5_MOUSE,,Gigyf2
G3V019,G3V019_MOUSE,,Trmt1
D3Z550,D3Z550_MOUSE,,Epn1
D3YV15,D3YV15_MOUSE,,Zfp629
D3YWM8,D3YWM8_MOUSE,20358;,Sema6a
D3YY03,D3YY03_MOUSE,,Ccdc61
V9GXJ9,V9GXJ9_MOUSE,,Kri1
A0A0U1RQ11,A0A0U1RQ11_MOUSE,,Tmem86b
A0A0A0MQD6,A0A0A0MQD6_MOUSE,,Dusp15
A0A0U1RPL9,A0A0U1RPL9_MOUSE,,Cyp2f2
A0A0N4SUU2,A0A0N4SUU2_MOUSE,,Rerg
E9PUW2,E9PUW2_MOUSE,,Iqch
E9PYX7,E9PYX7_MOUSE,,Afdn
E9Q3T3,E9Q3T3_MOUSE,,Kif14
A0A087WNU1,A0A087WNU1_MOUSE,,Selenoh
D3YYY3,D3YYY3_MOUSE,,Ikbkg
D3YZP3,D3YZP3_MOUSE,,Lrrc4b
D3Z3Q3,D3Z3Q3_MOUSE,,Smtn
A0A0G2JDC8,A0A0G2JDC8_MOUSE,,Sncaip
A0A0G2JE62,A0A0G2JE62_MOUSE,,Csde1
A0A0G2JDQ4,A0A0G2JDQ4_MOUSE,,Olfr576
D3YZ81,D3YZ81_MOUSE,,Cdca3
D3Z652,D3Z652_MOUSE,73435;,Tex35
F8WI88,F8WI88_MOUSE,,Pcnp
H3BJC9,H3BJC9_MOUSE,,Sik2
A0A0J9YV38,A0A0J9YV38_MOUSE,,Alox5ap
A0A140LIV7,A0A140LIV7_MOUSE,102638514;,Gm35060
A0A1C7CYV4,A0A1C7CYV4_MOUSE,,Kcnj11
A0A1D5RM97,A0A1D5RM97_MOUSE,546071;,Mast3
H3BLI5,H3BLI5_MOUSE,,Ccdc137
A0A0U1RPC1,A0A0U1RPC1_MOUSE,20679;,Sox6
A0A0G2JGG9,A0A0G2JGG9_MOUSE,,Henmt1
A0A0G2JED2,A0A0G2JED2_MOUSE,,Atrx
A0A0J9YV00,A0A0J9YV00_MOUSE,,Gtf2ird1
A0A0H2UH30,A0A0H2UH30_MOUSE,,Rsbn1
A0A0R4J199,A0A0R4J199_MOUSE,320664;,Cass4
A0A0N4SV63,A0A0N4SV63_MOUSE,26903;,Dysf
A0A0R4J1I6,A0A0R4J1I6_MOUSE,,Nup210
A0A1L1ST19,A0A1L1ST19_MOUSE,,Hmbs
A0A0R4J0A2,A0A0R4J0A2_MOUSE,19746;,Rhd
A0A2I3BQ52,A0A2I3BQ52_MOUSE,,Efs
A0A1L1SSD5,A0A1L1SSD5_MOUSE,667271;,Olfr1458
A0A1W2P827,A0A1W2P827_MOUSE,,Gm12216
A0A286YD59,A0A286YD59_MOUSE,,Kcnma1
A0A1L1SUH6,A0A1L1SUH6_MOUSE,,5430419D17Rik
A0A2I3BQX3,A0A2I3BQX3_MOUSE,,Hsf1
E0CZ24,E0CZ24_MOUSE,,AW554918
A0A1Y7VJP1,A0A1Y7VJP1_MOUSE,,Ryr2
A2A7B0,A2A7B0_MOUSE,,Spsb1
A3KGK0,A3KGK0_MOUSE,,6430550D23Rik
B1ATR3,B1ATR3_MOUSE,,Tex2
J3QMT0,J3QMT0_MOUSE,,Hnrnpf
A0A0A6YWS7,A0A0A6YWS7_MOUSE,,Gm4858
A0A1B0GSC9,A0A1B0GSC9_MOUSE,,Trak1
F6XW53,F6XW53_MOUSE,,Kcnma1
A0A1B0GR02,A0A1B0GR02_MOUSE,,Fam160a2
E9Q7T2,E9Q7T2_MOUSE,,Cd200r3
G3UZ73,G3UZ73_MOUSE,,Cobl
G3UXW3,G3UXW3_MOUSE,,Ccdc28a
G3XA46,G3XA46_MOUSE,,Renbp
V9GWY2,V9GWY2_MOUSE,,Cpne1
A0A2I3BR09,A0A2I3BR09_MOUSE,,Retreg1
E0CY34,E0CY34_MOUSE,,Exoc6b
E9Q616,E9Q616_MOUSE,66395;,Ahnak
D3YYN0,D3YYN0_MOUSE,,Cbs
D3YUF5,D3YUF5_MOUSE,16589;,Uhmk1
D3Z3T4,D3Z3T4_MOUSE,,Cpa5
D3Z7F0,D3Z7F0_MOUSE,,Ldhb
E9QNF5,E9QNF5_MOUSE,14265;,Fmr1
A0A087WRE7,A0A087WRE7_MOUSE,,Adhfe1
D3YUF0,D3YUF0_MOUSE,,Fmo4
J3QNA8,J3QNA8_MOUSE,,Rnpepl1
H3BJ30,H3BJ30_MOUSE,432508;,Cpsf6
H3BIW9,H3BIW9_MOUSE,,Ip6k1
F6WSS0,F6WSS0_MOUSE,,Gtpbp10
F6Z4X6,F6Z4X6_MOUSE,,Optc
F7CQW8,F7CQW8_MOUSE,,Gm3371
A0A1B0GS36,A0A1B0GS36_MOUSE,,Tmem143
F6TNN8,F6TNN8_MOUSE,,Slc22a5
E9Q0L7,E9Q0L7_MOUSE,,Smpd4
E9PW68,E9PW68_MOUSE,,Cyp4f16
E9PWM4,E9PWM4_MOUSE,,Hacl1
D3YYF5,D3YYF5_MOUSE,,Arap1
E9Q0W1,E9Q0W1_MOUSE,17057;,Klrb1a
G3UYT0,G3UYT0_MOUSE,,Ube2g2
D3YYI1,D3YYI1_MOUSE,,Radil
D3Z688,D3Z688_MOUSE,,Zfp444
Q5SXG3,Q5SXG3_MOUSE,50932;,Mink1
K7N747,K7N747_MOUSE,627814;,Vmn2r109
F6U9F5,F6U9F5_MOUSE,,Crem
A0A0A6YWI3,A0A0A6YWI3_MOUSE,,Syt14
A0A0A6YXZ4,A0A0A6YXZ4_MOUSE,,Ighv1-62-2
A0A1B0GS28,A0A1B0GS28_MOUSE,,Rpl18
A0A1B0GX25,A0A1B0GX25_MOUSE,,Hdac6
A2AWH7,A2AWH7_MOUSE,,Pdhx
F6RR30,F6RR30_MOUSE,,Lipo4
K7N724,K7N724_MOUSE,,Gm3453
E9Q839,E9Q839_MOUSE,226151;,Slf2
D3YWR0,D3YWR0_MOUSE,235283;,Gramd1b
D3YWS3,D3YWS3_MOUSE,,Pfn2
Q5SW88,Q5SW88_MOUSE,,Rab1a
D3Z0R1,D3Z0R1_MOUSE,,Tpmt
D3Z261,D3Z261_MOUSE,,Rnf44
D3Z7G5,D3Z7G5_MOUSE,66361;,Zfand1
H3BJH5,H3BJH5_MOUSE,,Cers5
H3BJ67,H3BJ67_MOUSE,,Evi5l
H3BKE1,H3BKE1_MOUSE,,Plch1
S4R1U2,S4R1U2_MOUSE,,Ank2
A0A0U1RNT0,A0A0U1RNT0_MOUSE,,Pik3c2a
A0A0G2JFE0,A0A0G2JFE0_MOUSE,,Tdrkh
A0A2I3BQS2,A0A2I3BQS2_MOUSE,,Ermard
E0CYA8,E0CYA8_MOUSE,,Tmem120b
B8JJD2,B8JJD2_MOUSE,,Fance
F7BGV1,F7BGV1_MOUSE,,Cryzl1
F7D0T8,F7D0T8_MOUSE,,Rnf157
A0A1B0GSS7,A0A1B0GSS7_MOUSE,,Gm4779
V5IRT6,V5IRT6_MOUSE,,Oas1b
E0CX35,E0CX35_MOUSE,,Mfsd4a
F6S0J8,F6S0J8_MOUSE,,Slc25a39
H9KV01,H9KV01_MOUSE,20658;,Son
D6RII2,D6RII2_MOUSE,,Slc7a10
F6ZN61,F6ZN61_MOUSE,,Arhgef1
H3BK88,H3BK88_MOUSE,,Tcof1
E9QL43,E9QL43_MOUSE,231042;,Nupl2
E0CYU6,E0CYU6_MOUSE,,Agl
D6RDD4,D6RDD4_MOUSE,,Gfra1
B1B0E9,B1B0E9_MOUSE,22184;,Zrsr2
F6VS78,F6VS78_MOUSE,257664;,Olfr773
F6X8R3,F6X8R3_MOUSE,,Sclt1
F7BXA4,F7BXA4_MOUSE,,Satl1
E9Q8Z7,E9Q8Z7_MOUSE,73490;,Mipol1
E9PUW3,E9PUW3_MOUSE,,Gm11555
E9PZM0,E9PZM0_MOUSE,,Gm3526
G3UX65,G3UX65_MOUSE,,Odf4
D3YXB1,D3YXB1_MOUSE,,Acsm2
D3Z2A2,D3Z2A2_MOUSE,,Csnk1g1
D3Z508,D3Z508_MOUSE,224997;,Dlgap1
G3UZ11,G3UZ11_MOUSE,,Pitx2
A0A087WQF3,A0A087WQF3_MOUSE,,Tgfbrap1
A0A0N4SW54,A0A0N4SW54_MOUSE,,Vsig10l
A0A0R4J1Z4,A0A0R4J1Z4_MOUSE,18986;,Pou2f1
D3YTU6,D3YTU6_MOUSE,240776;,Kcnt2
D3YY81,D3YY81_MOUSE,,Mecp2
A0A0U1RP21,A0A0U1RP21_MOUSE,,Vkorc1
A0A1Y7VKU8,A0A1Y7VKU8_MOUSE,,Tbc1d7
A0A1Y7VL14,A0A1Y7VL14_MOUSE,,Slc25a47
F7ABZ6,F7ABZ6_MOUSE,,Dnah10
A0A1Y7VMU1,A0A1Y7VMU1_MOUSE,,Foxn3
E0CYR0,E0CYR0_MOUSE,,Zfp26
A0A0A6YWM4,A0A0A6YWM4_MOUSE,,Chmp4c
D3YXU6,D3YXU6_MOUSE,,Mettl1
A2APA8,A2APA8_MOUSE,,Tfap2c
E9PVR4,E9PVR4_MOUSE,,Fcgr3
E9QAL4,E9QAL4_MOUSE,54667;,Atp8b2
A0A286YCM3,A0A286YCM3_MOUSE,,
A0A286YDF5,A0A286YDF5_MOUSE,226101;,Myof
B1AT34,B1AT34_MOUSE,,Ino80d
A0A1B0GS18,A0A1B0GS18_MOUSE,,Gm45736
F2Z431,F2Z431_MOUSE,,Kpna2
A2A592,A2A592_MOUSE,,Gm11939
B1AUL6,B1AUL6_MOUSE,12169;,Bmx
E9PZS8,E9PZS8_MOUSE,20463;,Cox7a2l
E9Q6Y0,E9Q6Y0_MOUSE,233424;,Tmc3
G3UZW8,G3UZW8_MOUSE,,Psmb8
Z4YK94,Z4YK94_MOUSE,22062;,Trp73
Z4YN41,Z4YN41_MOUSE,,Gas2l1
D6RH94,D6RH94_MOUSE,,Ugt1a7c
F8VQ45,F8VQ45_MOUSE,353499;,Tmc4
A2AW65,A2AW65_MOUSE,,Zfp972
A2A4M9,A2A4M9_MOUSE,,Tmem106a
A8Y5T6,A8Y5T6_MOUSE,230577;,Pars2
Q5SUS8,Q5SUS8_MOUSE,,Ewsr1
E9PUU5,E9PUU5_MOUSE,72805;,Zfp839
E9PVW8,E9PVW8_MOUSE,,Ptprd
E9Q2L5,E9Q2L5_MOUSE,,Prlr
A0A0U1RP89,A0A0U1RP89_MOUSE,,Uri1
A0A087WPQ5,A0A087WPQ5_MOUSE,,Gm28285
G3UZX3,G3UZX3_MOUSE,73453;,1700067K01Rik
D3YZM5,D3YZM5_MOUSE,,Pxylp1
D3Z4D7,D3Z4D7_MOUSE,,Mfap5
D3Z7J9,D3Z7J9_MOUSE,,Hspd1
A0A0U1RQB2,A0A0U1RQB2_MOUSE,,Uri1
A0A0G2JDU9,A0A0G2JDU9_MOUSE,,Slc25a40
A0A140LHD2,A0A140LHD2_MOUSE,,Acp7
A0A140LIB1,A0A140LIB1_MOUSE,,St5
A0A140LIJ5,A0A140LIJ5_MOUSE,,Jakmip1
A0A0U1RPH4,A0A0U1RPH4_MOUSE,,Mat2a
A0A0J9YU75,A0A0J9YU75_MOUSE,,Tcf4
A0A0J9YVD2,A0A0J9YVD2_MOUSE,,Ptprz1
A0A0R4J0X6,A0A0R4J0X6_MOUSE,20301;,Ccl27a
A0A140LHK4,A0A140LHK4_MOUSE,,Nlrp2
A0A140T8K2,A0A140T8K2_MOUSE,,Rpl13a-ps1
A0A1D5RML1,A0A1D5RML1_MOUSE,,Dpep1
A0A1W2P7D8,A0A1W2P7D8_MOUSE,,Ppp2r5e
A0A0R4J1B4,A0A0R4J1B4_MOUSE,,Itgam
A0A140LIC1,A0A140LIC1_MOUSE,,Zfp444
A0A140T8Q0,A0A140T8Q0_MOUSE,,Igkv3-3
A0A1D5RLQ5,A0A1D5RLQ5_MOUSE,,Gm973
A0A1W2P718,A0A1W2P718_MOUSE,,Arhgef25
A0A286YE33,A0A286YE33_MOUSE,,Ndufaf2
A0A1L1STK9,A0A1L1STK9_MOUSE,,Ppcdc
A0A286YE53,A0A286YE53_MOUSE,,Emb
A0A1L1SQW1,A0A1L1SQW1_MOUSE,,Lrrfip2
A2ALX7,A2ALX7_MOUSE,,Arhgap6
E9Q999,E9Q999_MOUSE,,Rbm39
M0QW46,M0QW46_MOUSE,67341;,Ascl4
A0A087WPI4,A0A087WPI4_MOUSE,,Ccnyl1
D3YWG3,D3YWG3_MOUSE,,Rnaseh2a
F8WIE1,F8WIE1_MOUSE,,Man2c1
A0A075B5M9,A0A075B5M9_MOUSE,,Igkv18-36
H3BKP6,H3BKP6_MOUSE,,Kdm2a
A2A602,A2A602_MOUSE,,Kpna2
A3KFU8,A3KFU8_MOUSE,230721;,Pabpc4
F7BME0,F7BME0_MOUSE,,Mgat4b
F6PXD2,F6PXD2_MOUSE,,Speer2
A2AIN5,A2AIN5_MOUSE,,Cd72
F6TMV4,F6TMV4_MOUSE,,Adam3
A0A087WNM0,A0A087WNM0_MOUSE,,Kif1a
H3BKF3,H3BKF3_MOUSE,72587;,Pan3
G3UY10,G3UY10_MOUSE,,Rbms3
G3UZJ9,G3UZJ9_MOUSE,,Rbms3
G5E8R7,G5E8R7_MOUSE,,Smyd1
S4R190,S4R190_MOUSE,,Plekha7
A0A0G2JH10,A0A0G2JH10_MOUSE,,Traj57
A0A0R4J0G0,A0A0R4J0G0_MOUSE,74551;,Pck2
D3YYW2,D3YYW2_MOUSE,,Slc41a2
D3Z1J5,D3Z1J5_MOUSE,,Palld
A0A0G2JG68,A0A0G2JG68_MOUSE,,Fbrsl1
A0A0J9YUA7,A0A0J9YUA7_MOUSE,,Ap2a2
A0A140LIW2,A0A140LIW2_MOUSE,,Epp13
A0A0G2JDJ7,A0A0G2JDJ7_MOUSE,,Csde1
A0A0G2JFS3,A0A0G2JFS3_MOUSE,,Iglj3p
A0A140T8M2,A0A140T8M2_MOUSE,,Igkv12-44
A0A0R4J135,A0A0R4J135_MOUSE,20342;,Selenbp2
A0A1L1SSD1,A0A1L1SSD1_MOUSE,,Stt3a
A0A0R4J0Y7,A0A0R4J0Y7_MOUSE,330890;,Piwil4
A0A140LJ16,A0A140LJ16_MOUSE,,Wdr45
A0A140LI60,A0A140LI60_MOUSE,,Myh14
A0A1L1SRB1,A0A1L1SRB1_MOUSE,,Taf1d
A0A1W2P7U6,A0A1W2P7U6_MOUSE,,2610008E11Rik
A0A1Y7VIV0,A0A1Y7VIV0_MOUSE,,Chd7
A0A1Y7VMT0,A0A1Y7VMT0_MOUSE,,Exoc3l4
A0A1W2P708,A0A1W2P708_MOUSE,,Ap4s1
A0A1L1SRX6,A0A1L1SRX6_MOUSE,,Ppp2r3d
A0A1L1SR62,A0A1L1SR62_MOUSE,,Ilf3
A0A1L1SUU1,A0A1L1SUU1_MOUSE,,Taf1d
A0A286YCT5,A0A286YCT5_MOUSE,,Cacna2d3
A0A2I3BPY8,A0A2I3BPY8_MOUSE,,Ano6
A0A1Y7VJ01,A0A1Y7VJ01_MOUSE,,Lpin1
A0A2I3BR60,A0A2I3BR60_MOUSE,,Enpp2
A2AKV9,A2AKV9_MOUSE,,Slc25a51
A2AA35,A2AA35_MOUSE,,Guca2b
F6U6K2,F6U6K2_MOUSE,,Adamts8
F7CV40,F7CV40_MOUSE,,Mbd6
D3Z5P2,D3Z5P2_MOUSE,,Kcnu1
F6S6Z2,F6S6Z2_MOUSE,,Kat14
Q5SXE4,Q5SXE4_MOUSE,,Ksr1
A0A286YCE4,A0A286YCE4_MOUSE,,Nedd9
A2AP08,A2AP08_MOUSE,,Smox
B1ARJ2,B1ARJ2_MOUSE,,Icam2
F6X9C5,F6X9C5_MOUSE,,Ids
F7BZ55,F7BZ55_MOUSE,,Adam22
F7CXR1,F7CXR1_MOUSE,,Gm9857
A0A0A6YWE6,A0A0A6YWE6_MOUSE,,Astn1
E9Q3X9,E9Q3X9_MOUSE,,Hpn
A0A0A6YVS1,A0A0A6YVS1_MOUSE,,Fcer1g
E9PV84,E9PV84_MOUSE,,Zscan10
G3UZS7,G3UZS7_MOUSE,,Obox5
L7N2A9,L7N2A9_MOUSE,,Gm8374
A0A2I3BPG0,A0A2I3BPG0_MOUSE,,Cpq
E9PUQ1,E9PUQ1_MOUSE,,Lztr1
E9Q9P5,E9Q9P5_MOUSE,,Gm3127
F6RBL8,F6RBL8_MOUSE,,Ift52
F6SS13,F6SS13_MOUSE,,Sidt2
A0A087WRN2,A0A087WRN2_MOUSE,,Clec18a
A0A087WQ20,A0A087WQ20_MOUSE,,Mdm4
A0A087WSI8,A0A087WSI8_MOUSE,,Acad11
D3YWD6,D3YWD6_MOUSE,,Sirt3
D3YWH2,D3YWH2_MOUSE,,Pla2g1b
D3Z254,D3Z254_MOUSE,,Cerk
D3YZB3,D3YZB3_MOUSE,,Synj2
B1AR28,B1AR28_MOUSE,,Acadvl
D6RG48,D6RG48_MOUSE,,Clk2
F8VPL1,F8VPL1_MOUSE,319734;,Cacna2d4
F6X9P4,F6X9P4_MOUSE,,Fuom
B1AXE9,B1AXE9_MOUSE,,Amot
F6WIX7,F6WIX7_MOUSE,,Pi4ka
A0A1B0GRU5,A0A1B0GRU5_MOUSE,,Mtg1
F2Z448,F2Z448_MOUSE,,Frmd5
D3Z5Y5,D3Z5Y5_MOUSE,,Cept1
A0A0N4SUR3,A0A0N4SUR3_MOUSE,70809;,Clec2g
A0A0G2JH19,A0A0G2JH19_MOUSE,,Kmt2e
A0A140LHQ2,A0A140LHQ2_MOUSE,,Ankfn1
A0A140LJH7,A0A140LJH7_MOUSE,,Slco2b1
A0A1L1SSL7,A0A1L1SSL7_MOUSE,235132;,Zbtb44
A0A0J9YUN2,A0A0J9YUN2_MOUSE,,Ube2a
A0A0N4SVM3,A0A0N4SVM3_MOUSE,,Lrrc61
A0A1L1SVG0,A0A1L1SVG0_MOUSE,72565;,Uaca
A0A1W2P7U1,A0A1W2P7U1_MOUSE,216150;,Cdc34
A0A1C7ZMZ7,A0A1C7ZMZ7_MOUSE,,Gpx3
A0A1Y7VIP4,A0A1Y7VIP4_MOUSE,,Ell2
D6RFB5,D6RFB5_MOUSE,,Tcte2
A0A1L1ST48,A0A1L1ST48_MOUSE,,Ilf3
A0A286YD28,A0A286YD28_MOUSE,,Kif13b
A0A2I3BPY7,A0A2I3BPY7_MOUSE,75646;,Rai14
A0A1W2P770,A0A1W2P770_MOUSE,,Neurog3
A0A1X7SB67,A0A1X7SB67_MOUSE,72843;,Prdm4
A0A0A6YWP0,A0A0A6YWP0_MOUSE,,Brox
F6U6T6,F6U6T6_MOUSE,,Ciart
F7D232,F7D232_MOUSE,,Crk
A0A1B0GR90,A0A1B0GR90_MOUSE,,Gys1
L7MU96,L7MU96_MOUSE,626995;,Gm13128
F2Z456,F2Z456_MOUSE,,Cyb5r3
D6RGP2,D6RGP2_MOUSE,,Brd4
A2A9Q9,A2A9Q9_MOUSE,629542;,Gm14781
J3QQ00,J3QQ00_MOUSE,,Homer3
G3UZ05,G3UZ05_MOUSE,,Skiv2l
E9Q815,E9Q815_MOUSE,,Ctbp2
E9PYY0,E9PYY0_MOUSE,,Serpinb6a
E9Q9N5,E9Q9N5_MOUSE,,Ston2
E9Q0M0,E9Q0M0_MOUSE,,Eif4e1b
E9Q1J0,E9Q1J0_MOUSE,72230;,Zfp558
E9Q1U6,E9Q1U6_MOUSE,269037;,Ctif
G3UX95,G3UX95_MOUSE,,Cyp3a57
G5E8P9,G5E8P9_MOUSE,,Katnal1
A0A087WRV1,A0A087WRV1_MOUSE,,Vmn1r82
M0QWY7,M0QWY7_MOUSE,,Piga
D6RFP0,D6RFP0_MOUSE,,Mcam
F6TXE3,F6TXE3_MOUSE,,Pcmt1
A2ALL3,A2ALL3_MOUSE,66825;,Rnf186
B7ZCP9,B7ZCP9_MOUSE,,Rbm12
F6UDG9,F6UDG9_MOUSE,,Pde6a
F6YYP1,F6YYP1_MOUSE,,Pigq
L7N293,L7N293_MOUSE,667135;,Vmn1r104
A0A087WPH2,A0A087WPH2_MOUSE,,Hdlbp
A0A075B5J3,A0A075B5J3_MOUSE,,Trbc1
H3BJY3,H3BJY3_MOUSE,,Abr
F6ZJ55,F6ZJ55_MOUSE,,Dock7
F7CDH3,F7CDH3_MOUSE,,Adam22
B1AWM0,B1AWM0_MOUSE,,Cnbd1
E9QNQ4,E9QNQ4_MOUSE,76089;,Rapgef2
F6S493,F6S493_MOUSE,,Bad
E9PXY1,E9PXY1_MOUSE,,Cul4b
E9Q5L6,E9Q5L6_MOUSE,77018;,Col25a1
D3Z0D4,D3Z0D4_MOUSE,,Rfx5
K7N5V5,K7N5V5_MOUSE,545739;,Gm5862
A0A0A6YWT4,A0A0A6YWT4_MOUSE,,Rabgap1l
A0A0A6YY72,A0A0A6YY72_MOUSE,,Impdh2
A0A1B0GSS5,A0A1B0GSS5_MOUSE,,Trim75
A0A1B0GRS5,A0A1B0GRS5_MOUSE,,Msr1
E9Q7E6,E9Q7E6_MOUSE,,Fgfr2
E9Q672,E9Q672_MOUSE,19769;,Rit1
E9Q7E8,E9Q7E8_MOUSE,,Fgfr2
G3UZP7,G3UZP7_MOUSE,,H2-D1
E0CY08,E0CY08_MOUSE,,Rnf8
Q5F247,Q5F247_MOUSE,,Smtnl2
S4R2I3,S4R2I3_MOUSE,,Ing3
A0A0G2JDE4,A0A0G2JDE4_MOUSE,,Traj2
F6SXR7,F6SXR7_MOUSE,,Pde11a
E9QLU9,E9QLU9_MOUSE,,Fgd5
D6RCG9,D6RCG9_MOUSE,,Pld3
A0A087WRK6,A0A087WRK6_MOUSE,,Ncapd2
H3BJ21,H3BJ21_MOUSE,,Aloxe3
A0A0J9YTS9,A0A0J9YTS9_MOUSE,,Hepacam2
A0A0N4SV31,A0A0N4SV31_MOUSE,,Tpra1
A0A087WPK6,A0A087WPK6_MOUSE,,Lsamp
A0A0A6YWG7,A0A0A6YWG7_MOUSE,,Rapgef2
D3YVI4,D3YVI4_MOUSE,,Lrrtm4
D3YZ00,D3YZ00_MOUSE,,Nfix
D3Z413,D3Z413_MOUSE,,Trmt1
H3BJI8,H3BJI8_MOUSE,,Cdhr4
X1WI15,X1WI15_MOUSE,,BC017643
A0A0N4SWA5,A0A0N4SWA5_MOUSE,,Mical3
A0A0U1RQ76,A0A0U1RQ76_MOUSE,,Sv2b
A0A0G2JH06,A0A0G2JH06_MOUSE,,Setd2
B1AY30,B1AY30_MOUSE,,Mier1
E9Q1D6,E9Q1D6_MOUSE,,Ltbp2
G3V007,G3V007_MOUSE,,Lrrc71
A2AW79,A2AW79_MOUSE,,Dock7
F8WGM8,F8WGM8_MOUSE,,Actg1
D6RHB8,D6RHB8_MOUSE,,Ppat
B0QZF6,B0QZF6_MOUSE,216974;,Proca1
H3BJL9,H3BJL9_MOUSE,,Elavl2
H3BLG9,H3BLG9_MOUSE,,Arhgap18
A0A0A6YWN6,A0A0A6YWN6_MOUSE,,Shox2
D3YZV7,D3YZV7_MOUSE,,Pnkp
D3Z6N5,D3Z6N5_MOUSE,,Krt7
S4R1R9,S4R1R9_MOUSE,,Zfp236
S4R203,S4R203_MOUSE,75415;,Arhgap12
F6TUC4,F6TUC4_MOUSE,,Raf1
F6Y466,F6Y466_MOUSE,,Lrch3
F7CTF8,F7CTF8_MOUSE,,Mff
V9GXN3,V9GXN3_MOUSE,333182;,Cox6b2
D3Z042,D3Z042_MOUSE,,Leng8
D3Z3I7,D3Z3I7_MOUSE,,Cdpf1
E9Q0A8,E9Q0A8_MOUSE,622935;,Krtap20-2
E9Q6P7,E9Q6P7_MOUSE,,Syt8
E9QAB8,E9QAB8_MOUSE,,Smarca2
A0A087WQN6,A0A087WQN6_MOUSE,,Eef1akmt2
Z4YMI1,Z4YMI1_MOUSE,,St6galnac6
A0A087WPC4,A0A087WPC4_MOUSE,,Rgs6
A0A0U1RPA1,A0A0U1RPA1_MOUSE,,Mill2
E0CYI1,E0CYI1_MOUSE,,Etv1
B2KF25,B2KF25_MOUSE,21463;,Tcp11
B1AWG6,B1AWG6_MOUSE,,Fam110b
D6RHQ6,D6RHQ6_MOUSE,,Usp16
B1AV28,B1AV28_MOUSE,,Gm14862
A0A087WSE7,A0A087WSE7_MOUSE,12288;,Cacna1c
F8WH97,F8WH97_MOUSE,,Rgs17
A0A087WSE8,A0A087WSE8_MOUSE,,Gtf2e2
D3YV26,D3YV26_MOUSE,,Tle6
D3YZ27,D3YZ27_MOUSE,,Rab36
D3Z1N4,D3Z1N4_MOUSE,,Pbrm1
